qid,query,category,query_type,setting,precision_at_5,recall_at_5,recall_at_20,recall_at_50,ndcg_at_5,mrr,map_at_5,hit_rate_at_5,coverage_at_5,diversity_at_5,novelty_at_5,intent_consistency_at_5,grounding_score,violation_rate,confidence_mean,confidence_std,runtime_sec,discarded
200,My parents need easy-access attractions in Arjuna's Penance,personal,city,no_refinement,1.0,0.02242152466367713,0.06726457399103139,0.06726457399103139,1.0,1.0,1.0,1.0,0.6,1.0,0.15999999999999998,1.0,0.76,0.0,0.6005423498988722,0.07946760730557907,0.04104208946228027,0
1,Best adventure places in India,generic,broad,no_personalization,1.0,0.1,0.3,0.3,1.0,1.0,1.0,1.0,0.4,1.0,0.09999999999999998,1.0,1.0,0.0,0.7074640612429061,0.01408728475714212,0.03888750076293945,0
2,Best beach places in India,generic,broad,no_personalization,1.0,0.1,0.28,0.28,1.0,1.0,1.0,1.0,0.6,0.8,0.26,1.0,1.0,0.0,0.7715500359836778,0.019898825337906958,0.027475595474243164,0
3,Best cultural places in India,generic,broad,no_personalization,1.0,0.1,0.28,0.28,1.0,1.0,1.0,1.0,0.4,0.8,0.09999999999999998,1.0,1.0,0.0,0.6962221493185023,0.018965550603245167,0.035950660705566406,0
4,Best family places in India,generic,broad,no_personalization,1.0,0.1,0.3,0.3,1.0,1.0,1.0,1.0,0.4,1.0,0.09999999999999998,1.0,1.0,0.0,0.7075739138781738,0.021601392599774553,0.034105777740478516,0
5,Best food places in India,generic,broad,no_personalization,1.0,0.1,0.3,0.3,1.0,1.0,1.0,1.0,0.4,0.6,0.15999999999999998,0.0,0.6666666666666666,0.0,0.6574953965890098,0.03632353376788196,0.03199148178100586,0
6,Best nature places in India,generic,broad,no_personalization,1.0,0.1,0.28,0.28,1.0,1.0,1.0,1.0,0.6,0.7,0.11999999999999997,1.0,1.0,0.0,0.6439418618696153,0.11752244453712714,0.039275169372558594,0
7,Best photography places in India,generic,broad,no_personalization,1.0,0.21739130434782608,0.6521739130434783,0.6521739130434783,1.0,1.0,1.0,1.0,0.6,0.6,0.24000000000000005,1.0,1.0,0.0,0.751776248974684,0.06439267941005257,0.03299856185913086,0
8,Best spiritual places in India,generic,broad,no_personalization,1.0,0.1,0.3,0.3,1.0,1.0,1.0,1.0,0.6,0.8,0.13999999999999996,1.0,1.0,0.0,0.648955756545487,0.03956476601865701,0.03414487838745117,0
9,Best wellness places in India,generic,broad,no_personalization,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.8,0.22000000000000003,1.0,0.6,0.4,0.6842016069606502,0.21199966897471556,0.033255577087402344,1
10,Best wildlife places in India,generic,broad,no_personalization,1.0,0.1,0.3,0.3,1.0,1.0,1.0,1.0,0.6,0.6,0.09999999999999998,1.0,1.0,0.0,0.7192164731254156,0.11184854682230791,0.03279399871826172,0
11,Top attractions in North,generic,city,no_personalization,1.0,0.4166666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.15999999999999998,1.0,1.0,0.0,0.942845141385894,0.030166792002622535,0.03622031211853027,0
12,Top attractions in South,generic,city,no_personalization,1.0,0.45454545454545453,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.27999999999999997,1.0,1.0,0.0,0.9483199612234324,0.011400227929551381,0.03767728805541992,0
13,Top attractions in West,generic,city,no_personalization,1.0,0.22727272727272727,0.6818181818181818,0.6818181818181818,1.0,1.0,1.0,1.0,0.2,0.9,0.28,1.0,1.0,0.0,0.9124453252374402,0.009509327270602384,0.03573012351989746,0
14,Top attractions in East/Northeast,generic,city,no_personalization,1.0,0.08333333333333333,0.25,0.25,1.0,1.0,1.0,1.0,0.2,0.5,0.26,1.0,1.0,0.0,0.9750167045416532,0.021335221637942742,0.036421775817871094,0
15,Top attractions in Central,generic,city,no_personalization,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.9,0.3,1.0,0.9,0.0,0.8580452753008135,0.14096446470513663,0.039270877838134766,0
16,Best beach destinations in India,generic,broad,no_personalization,1.0,0.1,0.28,0.28,1.0,1.0,1.0,1.0,0.8,0.6,0.26000000000000006,1.0,1.0,0.0,0.919445100716451,0.041568961205216706,0.028333663940429688,0
17,Top heritage and historical places in India,generic,broad,no_personalization,1.0,0.1,0.26,0.26,1.0,1.0,1.0,1.0,0.4,1.0,0.09999999999999998,1.0,1.0,0.0,0.8282560132371636,0.023912303493734452,0.03826093673706055,0
18,Best hill stations in India,generic,broad,no_personalization,1.0,0.1,0.24,0.24,1.0,1.0,1.0,1.0,0.6,0.8,0.07999999999999999,1.0,0.0,0.0,0.5890705195492909,0.025868000897205184,0.03729987144470215,0
19,Top spiritual destinations in India,generic,broad,no_personalization,1.0,0.1,0.3,0.3,1.0,1.0,1.0,1.0,0.6,0.8,0.13999999999999996,1.0,1.0,0.0,0.7840706639979652,0.03918247835293054,0.03468751907348633,0
20,Best wildlife and nature destinations in India,generic,broad,no_personalization,1.0,0.1,0.28,0.28,1.0,1.0,1.0,1.0,0.8,0.3,0.09999999999999998,1.0,1.0,0.0,0.8601823112625395,0.07361833821715805,0.037230491638183594,0
21,Top museums and monuments in India,generic,broad,no_personalization,0.8,0.08,0.24,0.24,0.7937848435747735,1.0,0.6433333333333333,1.0,0.6,0.8,0.15999999999999998,1.0,0.0,0.0,0.5783592301810538,0.007363486070359636,0.037967681884765625,0
22,Best places to visit in Hawa Mahal,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9636840788872965,1.0,1.0,1.0,0.6,0.9,0.09999999999999998,1.0,0.5,0.0,0.5932335431526202,0.005909509483449792,0.04415011405944824,0
23,Best places to visit in Deekshabhoomi,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,1.0,1.0,1.0,1.0,0.6,1.0,0.07999999999999999,1.0,0.5,0.0,0.6049644006444558,0.024439416565578628,0.04234766960144043,0
24,Best places to visit in Ram-Raja,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9636840788872965,1.0,1.0,1.0,0.6,0.9,0.09999999999999998,1.0,0.5,0.0,0.5913753451487677,0.004421052431157298,0.041723012924194336,0
25,Best places to visit in Matangeshwar Temple,generic,city,no_personalization,1.0,0.038461538461538464,0.11538461538461539,0.11538461538461539,1.0,1.0,1.0,1.0,0.6,0.6,0.15999999999999998,1.0,0.75,0.0,0.6085207500591527,0.01720637039453865,0.03946661949157715,0
26,Best places to visit in Barakhamba's Tomb,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9636840788872965,1.0,1.0,1.0,0.6,0.9,0.09999999999999998,1.0,0.5,0.0,0.5960208985194466,0.007934490750960265,0.04408740997314453,0
27,Best places to visit in Munnar,generic,city,no_personalization,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.5,0.15999999999999998,1.0,0.6,0.0,0.5278392242654388,0.23634237085029097,0.03673505783081055,0
28,Best places to visit in Marina Beach,generic,city,no_personalization,1.0,0.08620689655172414,0.25862068965517243,0.25862068965517243,1.0,1.0,1.0,1.0,0.6,0.9,0.2,1.0,0.75,0.0,0.6601760759112032,0.0032734656964048736,0.03146767616271973,0
29,Best places to visit in Gateway of India,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9793244947953805,1.0,1.0,1.0,0.6,0.6,0.07999999999999999,1.0,0.5,0.0,0.5851870806132029,0.010825923716021719,0.04039406776428223,0
30,Best places to visit in Qutub Minar,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9818420394436483,1.0,1.0,1.0,0.6,0.9,0.07999999999999999,1.0,0.5,0.0,0.5963030426783628,0.005209778174665743,0.043744802474975586,0
31,Best places to visit in Red Fort,generic,city,no_personalization,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.4,0.9,0.09999999999999998,1.0,0.75,0.0,0.6561804723570432,0.061250717601707,0.03975653648376465,0
32,Best places to visit in Golden Temple,generic,city,no_personalization,1.0,0.038461538461538464,0.11538461538461539,0.11538461538461539,1.0,1.0,1.0,1.0,0.4,0.7,0.15999999999999998,1.0,0.75,0.0,0.6230202687939675,0.0317954402375776,0.039618730545043945,0
33,Best places to visit in Mysore Palace,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9636840788872965,1.0,1.0,1.0,0.4,1.0,0.09999999999999998,1.0,0.5,0.0,0.5943497936791757,0.006784592626501029,0.04395627975463867,0
34,Best places to visit in Charminar,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,1.0,1.0,1.0,1.0,0.6,0.9,0.07999999999999999,1.0,0.5,0.0,0.6019978901726966,0.017608001221659206,0.04173898696899414,0
35,Best places to visit in Hampi,generic,city,no_personalization,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7,0.15999999999999998,1.0,0.6,0.0,0.520096621921221,0.2401563372973409,0.0397341251373291,0
36,Best places to visit in Ellora Caves,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.896087325958425,1.0,1.0,1.0,0.4,0.9,0.18,1.0,0.5,0.0,0.5916600712041736,0.006219358727275482,0.042791128158569336,0
37,Best places to visit in Konark Sun Temple,generic,city,no_personalization,1.0,0.038461538461538464,0.11538461538461539,0.11538461538461539,1.0,1.0,1.0,1.0,0.6,0.7,0.15999999999999998,1.0,0.75,0.0,0.599437956555154,0.019432982065570432,0.03872513771057129,0
38,Best places to visit in Jagannath Temple,generic,city,no_personalization,1.0,0.038461538461538464,0.11538461538461539,0.11538461538461539,1.0,1.0,1.0,1.0,0.4,0.9,0.18,1.0,0.75,0.0,0.6101093842509641,0.014665740424900268,0.03863334655761719,0
39,Best places to visit in Radhanagar Beach,generic,city,no_personalization,1.0,0.08620689655172414,0.25862068965517243,0.25862068965517243,1.0,1.0,1.0,1.0,0.4,0.9,0.15999999999999998,1.0,0.75,0.0,0.6661723284870693,0.0612124936271084,0.03334951400756836,0
40,Best places to visit in Varkala Beach,generic,city,no_personalization,1.0,0.08620689655172414,0.25862068965517243,0.25862068965517243,1.0,1.0,1.0,1.0,0.6,1.0,0.22000000000000003,1.0,0.75,0.0,0.648171475124925,0.05607860795173866,0.03231549263000488,0
41,Best places to visit in Darjeeling,generic,city,no_personalization,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.7,0.22000000000000003,1.0,0.9,0.0,0.8732091035219968,0.22580682548631342,0.03868746757507324,0
42,Best places to visit in Ooty,generic,city,no_personalization,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.5,0.18,1.0,0.6,0.0,0.524616291215353,0.23790352370503448,0.03806591033935547,0
43,Best places to visit in Madame Tussaud’s Museum,generic,city,no_personalization,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.4,0.9,0.09999999999999998,1.0,0.75,0.0,0.615471891638036,0.0050302247299706185,0.04322695732116699,0
44,Best places to visit in B M Birla Science Museum,generic,city,no_personalization,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.4,0.9,0.11999999999999997,1.0,0.75,0.0,0.6105046591597693,0.005594292492787776,0.04506349563598633,0
45,Best places to visit in City Palace Jaipur,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.986596874045655,1.0,1.0,1.0,0.6,0.9,0.07999999999999999,1.0,0.5,0.0,0.5917804409453769,0.004494405438011424,0.04138755798339844,0
46,Best places to visit in Agra Fort,generic,city,no_personalization,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.4,1.0,0.09999999999999998,1.0,0.75,0.0,0.6579239925474315,0.09363624225064061,0.04150128364562988,0
47,Best places to visit in Kaziranga National Park,generic,city,no_personalization,1.0,0.046296296296296294,0.1388888888888889,0.1388888888888889,1.0,1.0,1.0,1.0,0.8,0.3,0.09999999999999998,1.0,0.75,0.0,0.6628612830122542,0.09237554111505161,0.03793525695800781,0
48,Best places to visit in Joshi's Museum of Miniature Railways,generic,city,no_personalization,1.0,0.02252252252252252,0.06756756756756757,0.06756756756756757,1.0,1.0,1.0,1.0,0.6,0.9,0.25999999999999995,1.0,0.7,0.0,0.6117196920401768,0.031224196036465438,0.041962385177612305,0
49,Best places to visit in Shanker's International Doll Museum,generic,city,no_personalization,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.4,0.9,0.09999999999999998,1.0,0.75,0.0,0.6204276544512419,0.011369618942822894,0.04187965393066406,0
50,Best places to visit in Sree Chithra Art Gallery,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9636840788872965,1.0,1.0,1.0,0.8,0.9,0.09999999999999998,1.0,0.5,0.0,0.591183494404596,0.007762319388180575,0.04165220260620117,0
51,Best places to visit in Lalbhai Dalpatbhai Museum,generic,city,no_personalization,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.4,0.9,0.09999999999999998,1.0,0.75,0.0,0.612242805966539,0.00520872757232278,0.04347801208496094,0
52,Best places to visit in Bangalore Palace,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9636840788872965,1.0,1.0,1.0,0.6,0.8,0.09999999999999998,1.0,0.5,0.0,0.5959700040754601,0.005676117097474262,0.04230833053588867,0
53,Best places to visit in Fatehpur Sikri,generic,city,no_personalization,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7,0.13999999999999999,1.0,0.6,0.0,0.5173518817007432,0.2414741070208989,0.05505204200744629,0
54,Best places to visit in Lalbagh Botanical Garden,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,1.0,1.0,1.0,1.0,0.6,0.9,0.07999999999999999,1.0,0.5,0.0,0.5944737112830688,0.006455777358167497,0.06613016128540039,0
55,Best places to visit in Cubbon Park,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,1.0,1.0,1.0,1.0,0.4,0.8,0.07999999999999999,1.0,0.5,0.0,0.5945127569636645,0.007591919939908908,0.05906033515930176,0
56,Best places to visit in Sri Venkateswara Zoological Park,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9818420394436483,1.0,1.0,1.0,0.4,0.9,0.07999999999999999,1.0,0.5,0.0,0.5956297986898792,0.007396139639562516,0.05886077880859375,0
57,Best places to visit in Ranthambore National Park,generic,city,no_personalization,1.0,0.046296296296296294,0.1388888888888889,0.1388888888888889,1.0,1.0,1.0,1.0,0.6,0.8,0.11999999999999997,1.0,0.75,0.0,0.6202371045968788,0.046511461042057244,0.05070018768310547,0
58,Best places to visit in Meenakshi Temple,generic,city,no_personalization,1.0,0.038461538461538464,0.11538461538461539,0.11538461538461539,1.0,1.0,1.0,1.0,0.4,0.7,0.15999999999999998,1.0,0.75,0.0,0.6061909858281849,0.01352721540805691,0.03917670249938965,0
59,Best places to visit in Nainital,generic,city,no_personalization,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.8,0.25999999999999995,1.0,0.9,0.0,0.8583933622688592,0.21341810647941548,0.03708457946777344,0
60,"Best places to visit in War Memorial, Batasia Loop",generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9793244947953805,1.0,1.0,1.0,0.6,0.9,0.07999999999999999,1.0,0.5,0.0,0.5946039125984155,0.0007997685161139744,0.043274879455566406,0
61,Best places to visit in Elephanta Caves,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9324032470711285,1.0,1.0,1.0,0.6,1.0,0.13999999999999999,1.0,0.5,0.0,0.5825927028900979,0.007041286091360536,0.04091811180114746,0
62,Best places to visit in Gandhi Ninaivu Arungatchiyagam,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9636840788872965,1.0,1.0,1.0,0.8,0.9,0.09999999999999998,1.0,0.5,0.0,0.5912103415996545,0.007800983993629936,0.042557477951049805,0
63,Best places to visit in Gangotri,generic,city,no_personalization,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.4,0.22000000000000003,1.0,0.6,0.0,0.5224666341923598,0.23910079025540334,0.03635358810424805,0
64,Best places to visit in Doss & Co.,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.971902167940485,1.0,1.0,1.0,0.6,0.7,0.12,1.0,0.5,0.0,0.6044580688240446,0.021545428513854062,0.042153120040893555,0
65,Best places to visit in Buland Darwaza,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9636840788872965,1.0,1.0,1.0,0.6,0.9,0.09999999999999998,1.0,0.5,0.0,0.5950371665721081,0.007056615078048188,0.04358839988708496,0
66,Best places to visit in Jasmalnathji Mahadev Temple,generic,city,no_personalization,1.0,0.038461538461538464,0.11538461538461539,0.11538461538461539,1.0,1.0,1.0,1.0,0.6,0.7,0.15999999999999998,1.0,0.75,0.0,0.6063967921532368,0.018747822376128903,0.03954577445983887,0
67,Best places to visit in Kerala Soil Museum,generic,city,no_personalization,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.6,1.0,0.09999999999999998,1.0,0.75,0.0,0.6067209326927893,0.0069893778050937015,0.0447239875793457,0
68,Best places to visit in Gauribidanuru,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.971902167940485,1.0,1.0,1.0,0.8,0.6,0.12,1.0,0.5,0.0,0.6029234504228864,0.02510426159211664,0.04412126541137695,0
69,Best places to visit in Rupnagar,generic,city,no_personalization,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.22000000000000003,1.0,0.6,0.0,0.607900329768789,0.19914559763581008,0.04003190994262695,0
70,Best places to visit in Amarkantak,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9636840788872965,1.0,1.0,1.0,0.6,1.0,0.12,1.0,0.5,0.0,0.606208500666345,0.023891150270559446,0.042441368103027344,0
71,Best places to visit in Sohra (Cherrapunji),generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9793244947953805,1.0,1.0,1.0,0.6,0.9,0.07999999999999999,1.0,0.5,0.0,0.5922986679778106,0.008083745554843246,0.042334794998168945,0
72,Best places to visit in Shillong,generic,city,no_personalization,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.22000000000000003,1.0,0.6,0.0,0.5203491353262304,0.240764221550651,0.03760075569152832,0
73,Best places to visit in Triumph of Labour,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,1.0,1.0,1.0,1.0,0.6,0.7,0.07999999999999999,1.0,0.5,0.0,0.5985328063144567,0.022144125089029347,0.04124808311462402,0
74,Best places to visit in Sanskar Kendra,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,1.0,1.0,1.0,1.0,0.6,1.0,0.07999999999999999,1.0,0.5,0.0,0.5970588390335552,0.009391294163974762,0.04291701316833496,0
75,Best places to visit in Indo-Portuguese Museum,generic,city,no_personalization,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.6,0.8,0.11999999999999997,1.0,0.75,0.0,0.6522341226518813,0.04370407990645526,0.039766788482666016,0
76,Best places to visit in Jamali Kamali Tomb,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9636840788872965,1.0,1.0,1.0,0.6,0.9,0.09999999999999998,1.0,0.5,0.0,0.594239416976592,0.006272653378391621,0.043699026107788086,0
77,Best places to visit in Kerala Museum,generic,city,no_personalization,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.6,1.0,0.09999999999999998,1.0,0.75,0.0,0.6067209326927893,0.0069893778050937015,0.0437467098236084,0
78,Best places to visit in Iron Pillar,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9636840788872965,1.0,1.0,1.0,0.6,1.0,0.09999999999999998,1.0,0.5,0.0,0.5873257314677296,0.007991368307438197,0.040204763412475586,0
79,Best places to visit in Guwahati Planetarium,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9793244947953805,1.0,1.0,1.0,0.6,0.8,0.07999999999999999,1.0,0.5,0.0,0.5929471285021497,0.006565163718511102,0.04341530799865723,0
80,Best places to visit in Tomb of Abdul Rahim Khan-i-Khanan,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.8184203944364827,1.0,1.0,1.0,0.4,1.0,0.18,1.0,0.5,0.0,0.5978372297066705,0.005405506152254653,0.042777061462402344,0
81,Best places to visit in Chhota Qutub Minar,generic,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.986596874045655,1.0,1.0,1.0,0.6,0.9,0.07999999999999999,1.0,0.5,0.0,0.5948405320920236,0.005869570347920012,0.04277777671813965,0
82,I need family-friendly places in Ajitgarh,personal,city,no_personalization,1.0,0.040983606557377046,0.12295081967213115,0.12295081967213115,1.0,1.0,1.0,1.0,0.6,0.9,0.18,1.0,0.6666666666666666,0.0,0.5862194277462249,0.015470528206080178,0.03578758239746094,0
83,Suggest a budget trip for me in Ajitgarh,personal,city,no_personalization,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.5353800438262759,1.0,1.0,1.0,0.8,0.8,0.5,0.0,0.3333333333333333,1.0,0.36951191609367734,0.015404396864046039,0.04446291923522949,0
84,My parents need easy-access attractions in Ajitgarh,personal,city,no_personalization,1.0,0.02252252252252252,0.06756756756756757,0.06756756756756757,1.0,1.0,1.0,1.0,0.4,1.1,0.09999999999999998,1.0,0.8,0.0,0.6996550254784952,0.07601826957041566,0.03938937187194824,0
85,I want nature and photography spots in Ajitgarh,personal,city,no_personalization,1.0,0.022935779816513763,0.06880733944954129,0.06880733944954129,1.0,1.0,1.0,1.0,0.6,0.6,0.18,1.0,0.6666666666666666,0.0,0.6018789115084818,0.009048610414332817,0.04025578498840332,0
86,I need family-friendly places in Ashoka Pillar,personal,city,no_personalization,1.0,0.040983606557377046,0.12295081967213115,0.12295081967213115,1.0,1.0,1.0,1.0,0.8,0.8,0.13999999999999996,1.0,0.6666666666666666,0.0,0.595294880414736,0.014078510442661821,0.036298274993896484,0
87,Suggest a budget trip for me in Ashoka Pillar,personal,city,no_personalization,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.5353800438262759,1.0,1.0,1.0,0.8,0.8,0.5,0.0,0.3333333333333333,1.0,0.3946583512712822,0.058046450689973474,0.045233964920043945,0
88,My parents need easy-access attractions in Ashoka Pillar,personal,city,no_personalization,1.0,0.02252252252252252,0.06756756756756757,0.06756756756756757,1.0,1.0,1.0,1.0,0.6,1.0,0.11999999999999997,1.0,0.8,0.0,0.6280252026255665,0.01852058815489704,0.04068779945373535,0
89,I want nature and photography spots in Ashoka Pillar,personal,city,no_personalization,1.0,0.022935779816513763,0.06422018348623854,0.06422018348623854,1.0,1.0,1.0,1.0,0.8,0.7,0.11999999999999997,1.0,0.6666666666666666,0.0,0.5996989555334924,0.0014556445899543329,0.04267239570617676,1
90,I need family-friendly places in Calico Textile Museum,personal,city,no_personalization,1.0,0.040983606557377046,0.12295081967213115,0.12295081967213115,1.0,1.0,1.0,1.0,0.8,1.0,0.15999999999999998,1.0,0.6666666666666666,0.0,0.5999117249935322,0.006586071172902288,0.03830146789550781,0
91,Suggest a budget trip for me in Calico Textile Museum,personal,city,no_personalization,1.0,0.13513513513513514,0.40540540540540543,0.40540540540540543,1.0,1.0,1.0,1.0,0.6,0.7,0.5,0.0,0.6,0.0,0.590269578253876,0.011927052256763196,0.04021883010864258,0
92,My parents need easy-access attractions in Calico Textile Museum,personal,city,no_personalization,1.0,0.01773049645390071,0.05319148936170213,0.05319148936170213,1.0,1.0,1.0,1.0,0.4,0.8,0.11999999999999997,1.0,0.8,0.0,0.6764031332880608,0.01749430930831817,0.037590742111206055,0
93,I want nature and photography spots in Calico Textile Museum,personal,city,no_personalization,1.0,0.022935779816513763,0.06422018348623854,0.06422018348623854,1.0,1.0,1.0,1.0,0.8,0.7,0.11999999999999997,1.0,0.6666666666666666,0.0,0.5847046116697148,0.014731433972477257,0.043998003005981445,0
94,I need family-friendly places in Vintage and Classic Car Collection,personal,city,no_personalization,1.0,0.040983606557377046,0.12295081967213115,0.12295081967213115,1.0,1.0,1.0,1.0,0.8,0.8,0.15999999999999998,1.0,0.6666666666666666,0.0,0.5992553266775978,0.035279696612862184,0.0375363826751709,0
95,Suggest a budget trip for me in Vintage and Classic Car Collection,personal,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.5353800438262759,1.0,1.0,1.0,0.8,0.7,0.5,0.0,0.3333333333333333,1.0,0.36762085822077467,0.012977845612970242,0.04605889320373535,0
96,My parents need easy-access attractions in Vintage and Classic Car Collection,personal,city,no_personalization,1.0,0.02252252252252252,0.06756756756756757,0.06756756756756757,1.0,1.0,1.0,1.0,0.6,1.0,0.09999999999999998,1.0,0.8,0.0,0.6535365915025446,0.03543945008111988,0.040650367736816406,0
97,I want nature and photography spots in Vintage and Classic Car Collection,personal,city,no_personalization,1.0,0.022935779816513763,0.06880733944954129,0.06880733944954129,1.0,1.0,1.0,1.0,0.6,0.6,0.15999999999999998,1.0,0.6666666666666666,0.0,0.6001036759258789,0.007982806026444673,0.0435948371887207,0
98,I need family-friendly places in Kurukshetra Panorama and Science Centre,personal,city,no_personalization,1.0,0.040983606557377046,0.12295081967213115,0.12295081967213115,1.0,1.0,1.0,1.0,1.0,0.7,0.15999999999999998,1.0,0.6666666666666666,0.0,0.5889046901367309,0.00819241605750945,0.03702068328857422,0
99,Suggest a budget trip for me in Kurukshetra Panorama and Science Centre,personal,city,no_personalization,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.5353800438262759,1.0,1.0,1.0,0.8,0.7,0.5,0.0,0.3333333333333333,1.0,0.36231551956492924,0.005126480879514153,0.04611039161682129,0
100,My parents need easy-access attractions in Kurukshetra Panorama and Science Centre,personal,city,no_personalization,1.0,0.02252252252252252,0.06756756756756757,0.06756756756756757,1.0,1.0,1.0,1.0,0.4,1.1,0.09999999999999998,1.0,0.8,0.0,0.6261661922977402,0.018198693250261747,0.04083728790283203,0
101,I want nature and photography spots in Kurukshetra Panorama and Science Centre,personal,city,no_personalization,1.0,0.022935779816513763,0.05963302752293578,0.05963302752293578,1.0,1.0,1.0,1.0,0.6,0.7,0.09999999999999998,1.0,0.6666666666666666,0.0,0.5998866474861716,0.0040221887578963675,0.04604649543762207,2
102,I need family-friendly places in Chennai Railway Museum,personal,city,no_personalization,1.0,0.040983606557377046,0.12295081967213115,0.12295081967213115,1.0,1.0,1.0,1.0,0.6,1.0,0.15999999999999998,1.0,0.6666666666666666,0.0,0.591530728880814,0.004677124324488924,0.03840351104736328,0
103,Suggest a budget trip for me in Chennai Railway Museum,personal,city,no_personalization,1.0,0.13513513513513514,0.40540540540540543,0.40540540540540543,1.0,1.0,1.0,1.0,0.8,0.7,0.5,0.0,0.6,0.0,0.5783454891514017,0.0158474531728683,0.04040646553039551,0
